time,date,sample,hSpO2 (uA),hSpO2 (uA),hSpO2 (uA),hSpO2 (uA),cACC (g),cACC (g),cACC (g)
1570560670.3312345,2019-10-08 12:51:10,4344.0,0.005568999797105789,0.017110999673604965,0.006058999802917242,0.058451998978853226,0.4027999937534332,-0.8047000169754028,-0.4203999936580658
1570560670.3312345,2019-10-08 12:51:10,4345.0,0.005576000083237886,0.017162000760436058,0.0061090001836419106,0.05823900178074837,0.3978999853134155,-0.8130000233650208,-0.41600000858306885
1570560670.3312345,2019-10-08 12:51:10,4346.0,0.00558000011369586,0.01723499968647957,0.006056000012904406,0.058049000799655914,0.399399995803833,-0.8130000233650208,-0.4097000062465668
1570560670.3312345,2019-10-08 12:51:10,4347.0,0.005504999775439501,0.017204999923706055,0.006085999775677919,0.05792799964547157,0.4009000062942505,-0.8184000253677368,-0.4027999937534332
1570560670.3312345,2019-10-08 12:51:10,4348.0,0.005520999897271395,0.017301000654697418,0.006049000192433596,0.05793699994683266,0.3921000063419342,-0.8306000232696533,-0.39989998936653137
1570560670.3312345,2019-10-08 12:51:10,4349.0,0.005555000156164169,0.017271000891923904,0.006045000161975622,0.05782900005578995,0.384799987077713,-0.8353999853134155,-0.3921000063419342
1570560670.3312345,2019-10-08 12:51:10,4350.0,0.0056050000712275505,0.017299000173807144,0.006037999875843525,0.057645998895168304,0.37549999356269836,-0.8330000042915344,-0.39309999346733093
1570560670.3312345,2019-10-08 12:51:10,4351.0,0.005547999870032072,0.017340000718832016,0.00608400022611022,0.05758700147271156,0.38920000195503235,-0.8345000147819519,-0.38670000433921814
1570560670.3312345,2019-10-08 12:51:10,4352.0,0.0055320002138614655,0.017335999757051468,0.006035999860614538,0.05752500146627426,0.39160001277923584,-0.8393999934196472,-0.3783999979496002
1570560670.3312345,2019-10-08 12:51:10,4353.0,0.005601000040769577,0.01738799922168255,0.006045000161975622,0.05741000175476074,0.375,-0.8374000191688538,-0.37790000438690186
1570560670.3312345,2019-10-08 12:51:10,4354.0,0.005557000171393156,0.017416000366210938,0.006064999848604202,0.05726199969649315,0.37059998512268066,-0.8403000235557556,-0.36910000443458557
1570560670.3312345,2019-10-08 12:51:10,4355.0,0.005609999876469374,0.01745700091123581,0.006049000192433596,0.05720699951052666,0.3578999936580658,-0.8521000146865845,-0.35499998927116394
1570560670.3312345,2019-10-08 12:51:10,4356.0,0.005568999797105789,0.017477000132203102,0.006022000219672918,0.057103998959064484,0.3379000127315521,-0.8467000126838684,-0.34380000829696655
1570560670.3312345,2019-10-08 12:51:10,4357.0,0.005508999805897474,0.01745700091123581,0.006006000097841024,0.057002998888492584,0.326200008392334,-0.8481000065803528,-0.33500000834465027
1570560670.3312345,2019-10-08 12:51:10,4358.0,0.005576000083237886,0.017488999292254448,0.006051999982446432,0.057075999677181244,0.3257000148296356,-0.850600004196167,-0.3310999870300293
1570560670.3312345,2019-10-08 12:51:10,4359.0,0.005530000198632479,0.01752999983727932,0.006039999891072512,0.05699799954891205,0.3149000108242035,-0.864300012588501,-0.323199987411499
1570560670.3312345,2019-10-08 12:51:10,4360.0,0.005561999976634979,0.017566999420523643,0.006074999924749136,0.05680600181221962,0.29829999804496765,-0.8676999807357788,-0.3163999915122986
1570560670.3312345,2019-10-08 12:51:10,4361.0,0.005530000198632479,0.01753699965775013,0.006020000204443932,0.056696001440286636,0.29739999771118164,-0.8568999767303467,-0.3075999915599823
1570560670.3312345,2019-10-08 12:51:10,4362.0,0.005547999870032072,0.017488999292254448,0.006039999891072512,0.056515999138355255,0.29350000619888306,-0.8568999767303467,-0.30219998955726624
1570560670.3322337,2019-10-08 12:51:10,4363.0,0.005518000107258558,0.017324000597000122,0.006049000192433596,0.05622699856758118,0.2759000062942505,-0.8695999979972839,-0.29829999804496765
1570560670.3322337,2019-10-08 12:51:10,4364.0,0.005510999821126461,0.017191000282764435,0.005987999960780144,0.0558289997279644,0.260699987411499,-0.8794000148773193,-0.2915000021457672
1570560670.3322337,2019-10-08 12:51:10,4365.0,0.005537000019103289,0.01710899919271469,0.005985000170767307,0.05539200082421303,0.24950000643730164,-0.875,-0.2847000062465668
1570560670.3322337,2019-10-08 12:51:10,4366.0,0.005475000012665987,0.01710899919271469,0.0059899999760091305,0.05512600019574165,0.2378000020980835,-0.8779000043869019,-0.2797999978065491
1570560670.3322337,2019-10-08 12:51:10,4367.0,0.005470000207424164,0.017071999609470367,0.005994000006467104,0.054892998188734055,0.22660000622272491,-0.885699987411499,-0.27880001068115234
1570560670.3322337,2019-10-08 12:51:10,4368.0,0.005501999985426664,0.017059000208973885,0.005929999984800816,0.0547650009393692,0.22220000624656677,-0.8955000042915344,-0.2759000062942505
1570560670.3322337,2019-10-08 12:51:10,4369.0,0.0055069997906684875,0.017055999487638474,0.00597199983894825,0.05449699983000755,0.22269999980926514,-0.9053000211715698,-0.2709999978542328
1570560670.3322337,2019-10-08 12:51:10,4370.0,0.005477000027894974,0.01713000051677227,0.005913999862968922,0.054255999624729156,0.2070000022649765,-0.9077000021934509,-0.2685999870300293
1570560670.3322337,2019-10-08 12:51:10,4371.0,0.005462999921292067,0.01713399961590767,0.005917000118643045,0.05384200066328049,0.19779999554157257,-0.9053000211715698,-0.26510000228881836
1570560670.3322337,2019-10-08 12:51:10,4372.0,0.00548599986359477,0.017159000039100647,0.005934999790042639,0.05350299924612045,0.20170000195503235,-0.9023000001907349,-0.2612000107765198
1570560670.3322337,2019-10-08 12:51:10,4373.0,0.005495000164955854,0.01710899919271469,0.005884999874979258,0.05326500162482262,0.20069999992847443,-0.9086999893188477,-0.2587999999523163
1570560670.3322337,2019-10-08 12:51:10,4374.0,0.005514000076800585,0.01710199937224388,0.005917000118643045,0.05299999937415123,0.1923999935388565,-0.9121000170707703,-0.2572999894618988
1570560670.3322337,2019-10-08 12:51:10,4375.0,0.005475000012665987,0.017078999429941177,0.005925999954342842,0.05274999886751175,0.1923999935388565,-0.9301999807357788,-0.2587999999523163
1570560670.9875054,2019-10-08 12:51:10,4376.0,0.00546600017696619,0.017159000039100647,0.005890999920666218,0.05262500047683716,0.19529999792575836,-0.9179999828338623,-0.25780001282691956
1570560670.9875054,2019-10-08 12:51:10,4377.0,0.005462999921292067,0.01720299944281578,0.005927999969571829,0.052285999059677124,0.1996999979019165,-0.9150000214576721,-0.2583000063896179
1570560670.9875054,2019-10-08 12:51:10,4378.0,0.005555000156164169,0.017273999750614166,0.005841000005602837,0.0519540011882782,0.19580000638961792,-0.9218999743461609,-0.2583000063896179
1570560670.9875054,2019-10-08 12:51:10,4379.0,0.005520999897271395,0.017273999750614166,0.005929999984800816,0.051614999771118164,0.19290000200271606,-0.9301999807357788,-0.25679999589920044
1570560670.9875054,2019-10-08 12:51:10,4380.0,0.005501999985426664,0.017305999994277954,0.005888999905437231,0.051215000450611115,0.19629999995231628,-0.9359999895095825,-0.2632000148296356
1570560670.9875054,2019-10-08 12:51:10,4381.0,0.005570999812334776,0.017412999644875526,0.005853000096976757,0.05059000104665756,0.20409999787807465,-0.9282000064849854,-0.26030001044273376
1570560670.9875054,2019-10-08 12:51:10,4382.0,0.005555000156164169,0.017444999888539314,0.005836000200361013,0.05015699937939644,0.19480000436306,-0.9146000146865845,-0.2572999894618988
1570560670.9875054,2019-10-08 12:51:10,4383.0,0.0055959997698664665,0.01747100055217743,0.005865999963134527,0.04961499944329262,0.19580000638961792,-0.9185000061988831,-0.2549000084400177
1570560670.9875054,2019-10-08 12:51:10,4384.0,0.005617000162601471,0.017539000138640404,0.005886999890208244,0.04912300035357475,0.20069999992847443,-0.9359999895095825,-0.25589999556541443
1570560670.9875054,2019-10-08 12:51:10,4385.0,0.00559200020506978,0.017559999600052834,0.0058570001274347305,0.04867599904537201,0.19820000231266022,-0.9204000234603882,-0.25
1570560670.9875054,2019-10-08 12:51:10,4386.0,0.005594000220298767,0.01764499954879284,0.0058200000785291195,0.04818199947476387,0.1898999959230423,-0.9110999703407288,-0.24709999561309814
1570560670.9875054,2019-10-08 12:51:10,4387.0,0.005578000098466873,0.017650999128818512,0.005896000191569328,0.047828998416662216,0.19290000200271606,-0.9047999978065491,-0.24320000410079956
1570560670.9875054,2019-10-08 12:51:10,4388.0,0.005630000028759241,0.01776600070297718,0.005890999920666218,0.047614000737667084,0.19380000233650208,-0.9077000021934509,-0.24320000410079956
1570560670.9875054,2019-10-08 12:51:10,4389.0,0.0056420001201331615,0.01776999980211258,0.005878000054508448,0.04741299897432327,0.1826000064611435,-0.9218999743461609,-0.23729999363422394
1570560670.9875054,2019-10-08 12:51:10,4390.0,0.005621000193059444,0.017721999436616898,0.005884999874979258,0.04723000153899193,0.17679999768733978,-0.9175000190734863,-0.23489999771118164
1570560670.9875054,2019-10-08 12:51:10,4391.0,0.005597999785095453,0.01779099926352501,0.0059460001066327095,0.0470150001347065,0.18160000443458557,-0.9150000214576721,-0.23829999566078186
1570560670.9875054,2019-10-08 12:51:10,4392.0,0.005621000193059444,0.017836999148130417,0.0059460001066327095,0.04677699878811836,0.18459999561309814,-0.9320999979972839,-0.2401999980211258
1570560670.9875054,2019-10-08 12:51:10,4393.0,0.005683000199496746,0.017829999327659607,0.0058570001274347305,0.04649300128221512,0.17870000004768372,-0.9375,-0.24660000205039978
1570560670.9875054,2019-10-08 12:51:10,4394.0,0.005667000077664852,0.01790500059723854,0.005888999905437231,0.046222999691963196,0.1889999955892563,-0.9375,-0.24609999358654022
1570560670.9875054,2019-10-08 12:51:10,4395.0,0.005700999870896339,0.017923999577760696,0.005950999911874533,0.046059999614953995,0.19290000200271606,-0.9390000104904175,-0.24609999358654022
1570560670.9875054,2019-10-08 12:51:10,4396.0,0.005630000028759241,0.017981000244617462,0.005882000084966421,0.04597499966621399,0.19189999997615814,-0.9375,-0.25
1570560670.9875054,2019-10-08 12:51:10,4397.0,0.005681000184267759,0.017985999584197998,0.005909999832510948,0.04594799876213074,0.19040000438690186,-0.9442999958992004,-0.24660000205039978
1570560670.9884772,2019-10-08 12:51:10,4398.0,0.005710999947041273,0.01793700084090233,0.005932999774813652,0.045889001339673996,0.1898999959230423,-0.9380000233650208,-0.24709999561309814
1570560670.9884772,2019-10-08 12:51:10,4399.0,0.005685000214725733,0.01800600066781044,0.005927999969571829,0.04576500132679939,0.1851000040769577,-0.9272000193595886,-0.2451000064611435
